donor_id,preferred_categories,donation_range_min,donation_range_max,location,preferred_type
D3879,Shelter,800,3713,Bangalore,Orphanage
D3880,Education,776,2574,Kolkata,Orphanage
D3881,Education,892,3779,Mumbai,Orphanage
D3882,"Shelter,Education",729,4666,Bangalore,NGO
D3883,"Shelter,Arts",675,2038,Mumbai,Orphanage
D3884,Education,944,2686,Bangalore,NGO
D3885,Shelter,624,2065,Chennai,Orphanage
D3886,Shelter,583,4074,Delhi,NGO
D3887,"Education,Food",871,2999,Mumbai,Orphanage
D3888,Health,977,4965,Kolkata,Orphanage
D3889,"Food,Health",644,3105,Mumbai,Orphanage
D3890,Arts,779,4507,Kolkata,NGO
D3891,"Shelter,Arts",984,4953,Mumbai,Orphanage
D3892,"Education,Arts",729,2489,Kolkata,NGO
D3893,"Arts,Health",967,2339,Mumbai,NGO
D3894,Shelter,925,3188,Delhi,NGO
D3895,Shelter,914,2303,Chennai,NGO
D3896,Food,567,2643,Chennai,NGO
D3897,"Shelter,Food",957,2824,Bangalore,Orphanage
D3898,Education,941,3212,Mumbai,Orphanage
D3899,"Health,Food",524,4628,Bangalore,NGO
D3900,"Food,Arts",795,3525,Delhi,Orphanage
D3901,Shelter,924,2994,Chennai,NGO
D3902,Arts,957,2467,Bangalore,Orphanage
D3903,"Shelter,Education",953,2688,Mumbai,Orphanage
D3904,Education,819,3181,Chennai,Orphanage
D3905,"Health,Food",897,3633,Mumbai,NGO
D3906,Arts,579,3069,Chennai,NGO
D3907,Food,606,3231,Chennai,NGO
D3908,Education,551,3868,Delhi,Orphanage
D3909,Arts,622,2389,Delhi,NGO
D3910,Shelter,813,2877,Chennai,Orphanage
D3911,Arts,756,2824,Chennai,NGO
D3912,"Food,Arts",837,3723,Delhi,Orphanage
D3913,"Arts,Education",838,2249,Bangalore,NGO
D3914,"Health,Food",584,2731,Mumbai,NGO
D3915,Shelter,653,2527,Chennai,Orphanage
D3916,"Food,Health",903,3475,Mumbai,Orphanage
D3917,Education,643,4612,Chennai,NGO
D3918,Education,628,3951,Mumbai,Orphanage
D3919,"Education,Arts",554,2700,Delhi,NGO
D3920,Health,665,2227,Chennai,Orphanage
D3921,"Health,Food",902,2028,Kolkata,NGO
D3922,Food,928,4888,Mumbai,Orphanage
D3923,Education,728,3996,Delhi,NGO
D3924,"Education,Health",661,3407,Bangalore,Orphanage
D3925,"Food,Shelter",990,4405,Mumbai,Orphanage
D3926,Health,570,2142,Mumbai,NGO
D3927,Shelter,972,4339,Chennai,NGO
D3928,"Shelter,Food",552,3938,Mumbai,NGO
D3929,"Education,Health",557,3065,Chennai,Orphanage
D3930,"Arts,Shelter",704,3298,Chennai,NGO
D3931,Health,840,2667,Chennai,NGO
D3932,Arts,853,3054,Mumbai,Orphanage
D3933,"Health,Shelter",517,4284,Chennai,Orphanage
D3934,"Health,Shelter",946,4611,Chennai,NGO
D3935,Health,721,3812,Kolkata,NGO
D3936,"Education,Health",687,4164,Mumbai,Orphanage
D3937,"Shelter,Food",965,4970,Mumbai,Orphanage
D3938,Health,516,2872,Chennai,Orphanage
D3939,Education,852,4071,Mumbai,NGO
D3940,Health,674,2813,Kolkata,Orphanage
D3941,"Education,Health",580,2817,Mumbai,NGO
D3942,Arts,789,2562,Bangalore,NGO
D3943,"Education,Food",572,4636,Delhi,Orphanage
D3944,Shelter,974,2271,Bangalore,NGO
D3945,"Shelter,Health",622,4660,Mumbai,NGO
D3946,Shelter,811,3714,Delhi,NGO
D3947,Education,587,3767,Mumbai,Orphanage
D3948,Food,539,4840,Bangalore,NGO
D3949,"Arts,Shelter",858,2078,Mumbai,Orphanage
D3950,Food,909,3508,Bangalore,NGO
D3951,Food,768,3928,Mumbai,NGO
D3952,"Health,Arts",818,4095,Chennai,NGO
D3953,"Health,Arts",957,4729,Bangalore,NGO
D3954,"Education,Arts",734,2357,Mumbai,Orphanage
D3955,Food,973,2292,Chennai,NGO
D3956,Food,898,2008,Chennai,Orphanage
D3957,"Education,Shelter",852,2121,Mumbai,Orphanage
D3958,Shelter,718,3587,Kolkata,Orphanage
D3959,"Food,Shelter",991,3697,Chennai,NGO
D3960,"Health,Shelter",743,3565,Kolkata,NGO
D3961,"Shelter,Food",679,3825,Mumbai,Orphanage
D3962,"Food,Health",791,3669,Kolkata,Orphanage
D3963,Arts,892,2965,Delhi,Orphanage
D3964,"Health,Arts",534,2542,Bangalore,Orphanage
D3965,"Education,Health",783,2179,Kolkata,NGO
D3966,Food,666,3560,Delhi,Orphanage
D3967,"Arts,Food",530,3312,Delhi,Orphanage
D3968,"Arts,Food",960,4066,Mumbai,Orphanage
D3969,Food,657,2223,Mumbai,NGO
D3970,Health,619,4905,Mumbai,NGO
D3971,Health,957,3373,Bangalore,NGO
D3972,Health,836,3275,Delhi,NGO
D3973,Shelter,786,4357,Chennai,Orphanage
D3974,"Food,Shelter",670,3427,Bangalore,NGO
D3975,"Health,Food",989,4489,Mumbai,Orphanage
D3976,Education,552,3453,Delhi,Orphanage
D3977,Education,981,3151,Bangalore,Orphanage
D3978,"Food,Health",785,4059,Kolkata,Orphanage
D3979,"Shelter,Food",553,4643,Chennai,NGO
D3980,Health,790,4740,Delhi,NGO
D3981,Food,561,2755,Delhi,Orphanage
D3982,"Health,Shelter",890,2211,Kolkata,NGO
D3983,"Arts,Food",903,4631,Chennai,Orphanage
D3984,Health,875,3821,Chennai,NGO
D3985,Shelter,818,3444,Delhi,Orphanage
D3986,"Shelter,Health",573,2522,Chennai,Orphanage
D3987,"Health,Education",546,4914,Kolkata,NGO
D3988,"Health,Shelter",713,4998,Mumbai,Orphanage
D3989,Shelter,985,4859,Mumbai,Orphanage
D3990,"Food,Education",875,4771,Delhi,Orphanage
D3991,Health,690,2800,Mumbai,NGO
D3992,"Arts,Food",567,2376,Chennai,Orphanage
D3993,Food,812,4349,Mumbai,Orphanage
D3994,"Health,Education",893,4022,Kolkata,Orphanage
D3995,Arts,674,2889,Chennai,Orphanage
D3996,"Education,Shelter",809,3417,Bangalore,Orphanage
D3997,Arts,511,3838,Kolkata,NGO
D3998,Education,615,3742,Bangalore,NGO
D3999,"Food,Education",985,2897,Bangalore,Orphanage
D4000,Shelter,737,4057,Bangalore,Orphanage
